annotation.GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NWMN_RS05025,1539.268212893949,0.6838390968828209,0.2631232600821669,2.598930617799714,0.00935146723668671,0.020499143053215336
NWMN_RS15955,132.28495385907078,0.7621169176314165,0.3120846519647464,2.4420198585014252,0.014605343194309929,0.030532766635004295
NWMN_RS05050,189.37248835508967,-1.3630506042603912,0.28578661941366995,-4.76946963807079,1.847115792885387e-06,8.386363189679319e-06
NWMN_RS05055,41.46874797345182,-1.3532188788790775,0.39240125728909697,-3.4485589781943777,0.0005635863752360183,0.0016876358168805914
NWMN_RS05060,87.0059390617352,-1.3184395714252557,0.3574962883223817,-3.6879811469156243,0.00022604039389075673,0.0007374599280106668
NWMN_RS05070,33.46505159262403,3.1943094464235577,0.5257376983911555,6.075861510785083,1.2332380986061415e-09,8.997729709482122e-09
NWMN_RS05075,417.83626517211724,3.4610208897008112,0.29530973258584964,11.719968926844142,1.007089300982089e-31,7.032840285191587e-30
NWMN_RS05100,1445.2726966141022,-1.1890916236351758,0.26546359925693735,-4.479301971959914,7.488752867095761e-06,3.1694822740536606e-05
NWMN_RS05130,331.7184618173906,-1.2177583052141367,0.3264456255197605,-3.730355716285814,0.00019120961873575915,0.0006315515898107901
NWMN_RS05135,863.7332911536494,-1.3789169159164096,0.28647269390428665,-4.813432293051705,1.4835988070000731e-06,6.852591025088527e-06
NWMN_RS05150,2199.2220958949692,-1.0846467024424975,0.44952722148329544,-2.4128610028632123,0.01582785438550623,0.0327384322374399
NWMN_RS05165,102681.33797936255,-1.594828886374451,0.32051620452574764,-4.975813590249649,6.497415259697265e-07,3.17615315944868e-06
